,gold_labels,bert_labels,logr_labels,cnn_w2v,ct_bert_outputs,ct_bert_labels,bert_outputs,cnn_glove_outputs,cnn_glove_labels,cnn_w2v_outputs,cnn_w2v_labels,ct_bert_probs,bert_probs,ensemble_prob,ensemble_labels,ensemble_avg_prob,ensemble_avg_labels,ensemble_best1_prob,ensemble_best1_labels,Text,albert_outputs,albert_labels,albert_probs,cnn_w2v_probs,cnn_glove_probs,voted_bert_labels
709,0,0,0,0,"(4.9396067, -5.0873528)",0,"(2.400806, -2.9502423)",0.42298448,0,0.83363986,1,"(0.9999558096311236, 4.4190368876518424e-05)","(0.9952792153920664, 0.004720784607933436)",0.3217497494707455,0,"(2.743182708602175, 1.256817291397825)",0,"(0.9999558096311236, 4.4190368876518424e-05)",0,"UPDATE: At 4p.m. on Tuesday, March 10, Goldenvoice sent out an email confirming that #Coachella would now take place on October 9, 10, 11, 16, 17 and 18. #Stagecoach will take place on October 23, 24 and 25, 2020. #COVID. HTTPURL","(4.608365, -4.2046556)",0,"(0.9998512389710515, 0.00014876102894857655)","(0.16636014, 0.83363986)","(0.57701552, 0.42298448)",0
710,1,1,1,1,"(-5.533125, 5.818045)",1,"(-2.9603, 3.3139923)",1.0,1,1.0,1,"(1.1755589179055438e-05, 0.9999882444108205)","(0.0018805807293647073, 0.9981194192706355)",0.9997997287757081,1,"(5.887618274953076e-05, 3.9999411238172495)",1,"(1.1755589179055438e-05, 0.9999882444108205)",1,"South Africa #covid19 status according to Health Minister @USER this morning: 709 tested positive so far. No fatalities yet. 2 patients in ICU, both in private hospitals. Significant community spread is now being picked up. #CoronavirusInSA #Covid19SA","(-4.731627, 5.2311263)",1,"(4.7120593570475326e-05, 0.9999528794064293)","(0.0, 1.0)","(0.0, 1.0)",1
711,0,0,0,0,"(4.8777957, -5.5896015)",0,"(2.3978252, -2.941965)",0.00022769331,0,0.0006445902,0,"(0.9999715517994404, 2.844820055989106e-05)","(0.9952260231899822, 0.004773976810017934)",0.02168072183479948,0,"(3.9987912147008045, 0.0012087852991959627)",0,"(0.9999715517994404, 2.844820055989106e-05)",0,The Beirut corniche was never empty even during the days of the war... It is today empty for the first time of during the Coronavirus outbreak. The first picture is from the year 1964 HTTPURL,"(4.3766217, -3.708307)",0,"(0.9996919464113639, 0.0003080535886360716)","(0.9993554098, 0.0006445902)","(0.99977230669, 0.00022769331)",0
712,0,1,1,1,"(-2.1596959, 1.8025955)",1,"(-2.9644558, 3.3098145)",0.9798457,1,0.7097405,1,"(0.018664494050132145, 0.9813355059498677)","(0.0018806220247884467, 0.9981193779752114)",0.7959539903781679,1,"(0.33063903194953265, 3.6693609680504675)",1,"(0.018664494050132145, 0.9813355059498677)",1,"#CoronaVirus was Leftist/Christian when in Kerala, then Celebrity after Kanika found positive. Then Chinese for a few days. Then Kejriwal during mass migration of laborers. Finally, it was bound to become Muslim. #Corona is just a symptom, Country is already sick with #RSSVirus","(-3.0497873, 3.4112473)",1,"(0.0015607378994005638, 0.9984392621005996)","(0.2902595, 0.7097405)","(0.02015429999999996, 0.9798457)",1
713,1,1,1,1,"(-5.5287147, 5.7573028)",1,"(-2.9602714, 3.3138633)",0.9999709000000001,1,1.0,1,"(1.2546986420659977e-05, 0.9999874530135797)","(0.0018808765747463567, 0.9981191234252537)",0.9992122138053428,1,"(8.89838297012091e-05, 3.999911016170299)",1,"(1.2546986420659977e-05, 0.9999874530135797)",1,"#Coronavirus: Ghana records first Coronavirus death, Shuts borders __ A coronavirus victim has died in Ghana. __ The 61-year-old Lebanese male trader, who resides in Kumasi, was said to be unwell and reported to a… HTTPURL","(-4.7434583, 5.214716)",1,"(4.733684328065602e-05, 0.9999526631567193)","(0.0, 1.0)","(2.90999999998931e-05, 0.9999709000000001)",1
714,1,1,1,1,"(-5.4674635, 5.7738566)",1,"(-2.9610913, 3.3135123)",0.98194754,1,0.996416,1,"(1.3120518956687381e-05, 0.999986879481043)","(0.001879996496120815, 0.9981200035038791)",0.9939318918967384,1,"(0.021745444918575232, 3.978254555081425)",1,"(1.3120518956687381e-05, 0.999986879481043)",1,"Health officials announce fourth IRC COVID-19 case | All News, Featured News Secondary, News | cases, coronavirus, florida department of health, Indian River County, Vero News | Vero News HTTPURL","(-4.430985, 4.821495)",1,"(9.586439961846374e-05, 0.9999041356003817)","(0.0035840000000000316, 0.996416)","(0.018052460000000048, 0.98194754)",1
715,0,0,0,1,"(5.189645, -5.2645574)",0,"(2.402258, -2.943679)",0.8122056,1,0.3118276,0,"(0.9999711739546325, 2.8826045367620134e-05)","(0.9952551390578265, 0.004744860942173495)",0.290627148016201,0,"(2.875847466271266, 1.1241525337287346)",0,"(0.9999711739546325, 2.8826045367620134e-05)",0,"If you are infected with the new coronavirus, your symptoms may be relatively mild and manageable at home. However, some people -- about 1 in 6 -- will have complications. What you should know: HTTPURL HTTPURL","(4.612096, -4.6978893)",0,"(0.9999094923166334, 9.050768336698277e-05)","(0.6881724, 0.3118276)","(0.18779440000000003, 0.8122056)",0
716,0,0,0,0,"(5.234164, -5.1786904)",0,"(2.3933814, -2.9660993)",0.00012810735,0,1.0670213e-05,0,"(0.9999699571073775, 3.004289262250137e-05)","(0.9953186700016332, 0.004681329998366783)",0.009827585270406721,0,"(3.9943693099981097, 0.005630690001890593)",0,"(0.9999699571073775, 3.004289262250137e-05)",0,"HTTPURL Video, Audio, Photos &amp; Rush Transcript: Governor Cuomo Commends Mental Health Professionals Working as Volunteers to Address Mental Health Needs Related to Coronavirus","(2.5475771, -2.6569102)",0,"(0.9945381304537322, 0.005461869546268092)","(0.999989329787, 1.0670213e-05)","(0.99987189265, 0.00012810735)",0
717,0,1,1,0,"(1.9467794, -2.7902234)",0,"(-2.962932, 3.3075433)",0.5642498,1,0.08526246,0,"(0.9913112786280387, 0.008688721371961307)","(0.0018877590464435766, 0.9981122409535563)",0.4773166489654579,0,"(2.341891302331927, 1.6581086976680726)",0,"(0.9913112786280387, 0.008688721371961307)",0,"Quick action Ward no. 46 of #Bhubaneswar sealed, people who came in contact with the person asked to register on 104 helpline &amp; remain in home quarantine for the next 14 days. #COVID19 #coronavirus #COVID19Pandemic @USER @USER @USER HTTPURL","(-4.3552027, 4.935348)",1,"(9.22837038886768e-05, 0.9999077162961112)","(0.91473754, 0.08526246)","(0.4357502, 0.5642498)",0
718,0,1,0,0,"(4.7072105, -5.4791756)",0,"(-1.4391714, 2.0067775)",0.1995897,0,0.0074453446999999985,0,"(0.9999623216078029, 3.767839219682859e-05)","(0.0308899017391344, 0.9691100982608655)",0.25392830473998346,0,"(3.7926869656434583, 0.2073130343565421)",0,"(0.9999623216078029, 3.767839219682859e-05)",0,And don’t overlook the decades of Democrats running these states &amp; local governments with story after story long b4 #COVID19 that consistently hurt their constituents used as pawns for Govt control with 0 positive outcomes for citizens,"(4.3704224, -3.9629128)",0,"(0.999759688735655, 0.00024031126434528053)","(0.9925546553, 0.0074453446999999985)","(0.8004103, 0.1995897)",0
719,0,0,0,0,"(4.847582, -4.835065)",0,"(2.3885007, -2.9538074)",0.15272337,0,0.08186614,0,"(0.9999376476598635, 6.235234013631258e-05)","(0.9952379712963394, 0.004762028703660673)",0.06497000414959515,0,"(3.7652344639923405, 0.23476553600765993)",0,"(0.9999376476598635, 6.235234013631258e-05)",0,"With coronavirus cases expected to peak beginning in May, Gov. Jim Justice ordered the May 12 primary moved to June 9. HTTPURL","(4.6706676, -4.4113975)",0,"(0.9998863263324769, 0.0001136736675235935)","(0.91813386, 0.08186614)","(0.84727663, 0.15272337)",0
720,1,1,0,0,"(-5.4011693, 5.738921)",1,"(-2.9612982, 3.3139064)",0.86094093,1,0.28585845,0,"(1.4518239269601281e-05, 0.99998548176073)","(0.0018788690799417843, 0.9981211309200583)",0.7859375993430924,1,"(0.8532807555365018, 3.146719244463498)",1,"(1.4518239269601281e-05, 0.99998548176073)",1,"Tasmania has confirmed their first #coronavirus death. Tas, Vic and NSW will enforce tougher restrictions from midnight tonight. HTTPURL","(-4.5225506, 5.109055)",1,"(6.561729723224746e-05, 0.9999343827027679)","(0.71414155, 0.28585845)","(0.13905906999999995, 0.86094093)",1
721,1,1,1,1,"(-5.4893026, 5.6360197)",1,"(-2.9615157, 3.3126478)",0.99987376,1,0.9999976,1,"(1.4734232436026887e-05, 0.9999852657675634)","(0.0018808225081623014, 0.9981191774918375)",0.9984278571641316,1,"(0.00018705784675434152, 3.9998129421532447)",1,"(1.4734232436026887e-05, 0.9999852657675634)",1,SA Chief Public Health Officer advises any passengers who arrived on flights into Adelaide in the past few days to wipe their baggage. This follows news today 6 Qantas baggage handlers have tested positive to Covid-19. #alicesprings #Covid_19australia,"(-4.6260858, 5.412408)",1,"(4.368361431830144e-05, 0.9999563163856814)","(2.3999999999579913e-06, 0.9999976)","(0.0001262400000000552, 0.99987376)",1
722,0,0,0,0,"(5.2461276, -5.7528906)",0,"(2.4020147, -2.9478462)",0.094187096,0,0.027704602,0,"(0.9999832821729175, 1.671782708194729e-05)","(0.9952736331123385, 0.004726366887661645)",0.03722396850703338,0,"(3.87796143022097, 0.12203856977902969)",0,"(0.9999832821729175, 1.671782708194729e-05)",0,"The Pentagon's response to the Defense Industrial Base impact on COVID-19 just began in an aggregated form -- they had their first meeting Friday, head of DOD acquisition Ellen Lord says.","(4.5441637, -4.4024987)",0,"(0.9998698460480521, 0.00013015395194774246)","(0.972295398, 0.027704602)","(0.905812904, 0.094187096)",0
723,0,0,0,0,"(4.762117, -5.6361933)",0,"(2.404797, -2.9456306)",0.037065297000000004,0,0.0007484961,0,"(0.9999695169809993, 3.0483019000328118e-05)","(0.9952762981371326, 0.004723701862867279)",0.02616186293763604,0,"(3.9619408288588422, 0.03805917114115745)",0,"(0.9999695169809993, 3.0483019000328118e-05)",0,"Invinible Bondi Beach and Coogee Beach partiers, take note. You may not be as invincible as you currently believe. #covid19australia #Bondi","(4.298665, -4.146481)",0,"(0.9997851049778426, 0.00021489502215712075)","(0.9992515039, 0.0007484961)","(0.962934703, 0.037065297000000004)",0
724,0,0,0,0,"(5.333346, -5.758791)",0,"(2.4012644, -2.9469397)",0.18644857,0,0.009696789,0,"(0.9999847686115766, 1.5231388423271934e-05)","(0.9952658330794951, 0.00473416692050517)",0.0549039360956155,0,"(3.803748865377137, 0.19625113462286287)",0,"(0.9999847686115766, 1.5231388423271934e-05)",0,The ministry of Health Ministry is set to decentralize COVID_19 prevention and other care services for easy management of both suspected and confirmed cases. #CroozefmNews #COVID19UG,"(4.630388, -4.6791935)",0,"(0.9999094557655608, 9.05442344395709e-05)","(0.990303211, 0.009696789)","(0.81355143, 0.18644857)",0
725,0,0,0,0,"(5.1917086, -5.505262)",0,"(2.4009442, -2.9519231)",0.58060235,1,0.7705581,1,"(0.9999773871722485, 2.261282775155546e-05)","(0.9952877542662484, 0.004712245733751375)",0.3446204988936681,0,"(2.648667509478929, 1.351332490521071)",0,"(0.9999773871722485, 2.261282775155546e-05)",0,"Before returning to Shanghai SIPG, Brazilian striker Hulk donated a respirator for the foundation of Campina Grande City in order to assist eventual cases of the new coronavirus in the state of Paraíba. HTTPURL","(4.5503445, -4.258204)",0,"(0.9998505723066803, 0.00014942769331952643)","(0.22944189999999998, 0.7705581)","(0.41939764999999996, 0.58060235)",0
726,1,1,1,1,"(-5.3525844, 5.4882884)",1,"(-2.9601169, 3.314048)",0.9999975,1,0.99999976,1,"(1.958214488179674e-05, 0.9999804178551183)","(0.0018808198799651144, 0.9981191801200348)",0.9993620024869816,1,"(0.00010110207534963504, 3.9998988979246506)",1,"(1.958214488179674e-05, 0.9999804178551183)",1,"Actor Tom Hanks and his wife Rita Wilson are back home in the United States, weeks after testing positive to coronavirus in Australia. HTTPURL","(-4.486569, 4.9622045)",1,"(7.877993046783723e-05, 0.9999212200695321)","(2.399999999846969e-07, 0.99999976)","(2.500000000016378e-06, 0.9999975)",1
727,0,0,0,0,"(3.7260509, -4.2935553)",0,"(2.3978202, -2.9478667)",0.81949556,1,0.5569563,1,"(0.9996711586345762, 0.0003288413654237065)","(0.9952539578524807, 0.004746042147519269)",0.3687856699993743,0,"(2.623061451936164, 1.3769385480638365)",0,"(0.9996711586345762, 0.0003288413654237065)",0,The Telegraph’s story and other media reports have said hundreds of Cheltenham Festival racegoers have had coronavirus symptoms since the meeting.,"(4.57687, -4.1768584)",0,"(0.9998421533015874, 0.0001578466984127939)","(0.44304370000000004, 0.5569563)","(0.18050444, 0.81949556)",0
728,0,1,1,1,"(-4.6678147, 5.0702705)",1,"(-1.5372021, 2.0041459)",0.98748827,1,0.99064106,1,"(5.8989907285609727e-05, 0.9999410100927144)","(0.028158375828710145, 0.9718416241712897)",0.7432430007898924,1,"(0.022106556377224917, 3.9778934436227757)",1,"(5.8989907285609727e-05, 0.9999410100927144)",1,"25. Dr. Hatchett: the existence of a death from Coronavirus in a country means that the virus has been there for at least a month or more because people take time to catch it, get sick, feel bad, go to a doctor, suffer in hospital and die. Spain is no up to 10 dead.","(-4.0773153, 4.5624537)",1,"(0.00017689646993921442, 0.9998231035300611)","(0.009358940000000038, 0.99064106)","(0.012511730000000054, 0.98748827)",1
729,1,1,1,1,"(-5.5196047, 5.7428627)",1,"(-2.9603944, 3.3138456)",0.9999969999999999,1,0.9999982,1,"(1.2845972163698738e-05, 0.999987154027836)","(0.001880678901331035, 0.9981193210986691)",0.9997172034083596,1,"(5.804804756940856e-05, 3.9999419519524304)",1,"(1.2845972163698738e-05, 0.999987154027836)",1,"BOGOTA, Colombia – Colombia declared its first case of novel coronavirus on Friday after a 19-year-old woman arriving from... HTTPURL","(-4.698164, 5.418425)",1,"(4.04020754055718e-05, 0.9999595979245943)","(1.8000000000517602e-06, 0.9999982)","(3.000000000086267e-06, 0.9999969999999999)",1
730,0,0,0,0,"(4.8447866, -5.363108)",0,"(2.3950477, -2.9691727)",0.9088403,1,0.5156729999999999,1,"(0.9999631233307796, 3.687666921987378e-05)","(0.9953407024655869, 0.004659297534413033)",0.3842921139642239,0,"(2.573497625027441, 1.4265023749725585)",0,"(0.9999631233307796, 3.687666921987378e-05)",0,Pennsylvania — Wilson police say a man shot his longtime girlfriend and killed himself because he was extremely upset about the coronavirus pandemic and losing his job. CBS Philly’s Katie Johnston reports. HTTPURL,"(3.4848201, -2.752025)",0,"(0.9980478016966616, 0.0019521983033385106)","(0.48432700000000006, 0.5156729999999999)","(0.09115969999999995, 0.9088403)",0
731,1,1,1,1,"(-5.500051, 5.7574215)",1,"(-2.9600275, 3.3137627)",0.9997439,1,0.9999757,1,"(1.2910296193992837e-05, 0.999987089703806)","(0.0018815234289849571, 0.9981184765710148)",0.9994566568882636,1,"(0.00035518093196538987, 3.9996448190680343)",1,"(1.2910296193992837e-05, 0.999987089703806)",1,"We have a Coronavirus Testing Facility in Shasta, CA which is north of us. They just tested a passenger who came off Princess Cruise Ship with symptoms. She tested negative. Good news as she had cancer treatment at our local hospital. This is how easy this thing could spread.","(-4.486931, 5.203472)",1,"(6.187063577143858e-05, 0.9999381293642284)","(2.4299999999977118e-05, 0.9999757)","(0.00025609999999998134, 0.9997439)",1
732,0,0,0,0,"(5.3081093, -5.782132)",0,"(2.4015718, -2.9475658)",0.16305967,0,0.24512185,0,"(0.999984739710489, 1.5260289510918954e-05)","(0.9952702294694938, 0.004729770530506064)",0.1118251829888498,0,"(3.591406597920126, 0.40859340207987394)",0,"(0.999984739710489, 1.5260289510918954e-05)",0,"Stats, graphics and other notes showing where #COVID19 cases and deaths in the Calgary zone have been recorded. 📈: Darren Francey/@USER HTTPURL #COVID19AB HTTPURL","(4.234752, -3.5973787)",0,"(0.999603378209637, 0.0003966217903629827)","(0.75487815, 0.24512185)","(0.83694033, 0.16305967)",0
733,1,1,1,1,"(-5.550412, 5.844779)",1,"(-2.9603508, 3.31359)",0.99999845,1,1.0,1,"(1.1249327044267996e-05, 0.9999887506729553)","(0.001881240625915662, 0.9981187593740846)",0.9998064016106306,1,"(7.69105763462677e-05, 3.9999230894236533)",1,"(1.1249327044267996e-05, 0.9999887506729553)",1,"Just found the stat. Italy has conducted 206,886 tests for #coronavirus as of 1800h local time Thursday, March 19th. Of these 41,035 have tested positive. USA - 103,495 tested, 14,250 positive cases as of March 19th.","(-4.5833316, 5.071495)",1,"(6.411124930198289e-05, 0.9999358887506979)","(0.0, 1.0)","(1.5500000000168157e-06, 0.99999845)",1
734,1,1,1,1,"(-5.389004, 5.685856)",1,"(-2.9604015, 3.3136818)",0.99750465,1,0.99998677,1,"(1.5496823400535386e-05, 0.9999845031765993)","(0.0018809730724353303, 0.9981190269275647)",0.9972690788440556,1,"(0.002627620550638633, 3.997372379449361)",1,"(1.5496823400535386e-05, 0.9999845031765993)",1,"#Covid-19 survivor tells her experience One of the eight patients so far discharged after being treated for Covid-19 shares her story.Recounting how it all started, Oluwaseun Ayodeji... via 24liveblog HTTPURL","(-4.333936, 4.841477)",1,"(0.00010354372723811499, 0.9998964562727624)","(1.3229999999975206e-05, 0.99998677)","(0.0024953500000000073, 0.99750465)",1
735,0,1,0,0,"(-4.2454796, 4.737187)",1,"(-2.9589288, 3.3119078)",0.99467754,1,0.9887822,1,"(0.00012555179697001245, 0.9998744482030302)","(0.0018870784091414442, 0.9981129215908586)",0.993464507817318,1,"(0.016949196042153912, 3.983050803957846)",1,"(0.00012555179697001245, 0.9998744482030302)",1,"1) Some thoughts on China’s 1Q macro numbers. China’s economy was the first to suffer the consequences of fighting the novel coronavirus and is the first on the road to recovery. After an initial cover-up and more than 3,000 deaths, China appears to have brought COVID-19","(-3.896404, 4.2720194)",1,"(0.0002833842451838138, 0.999716615754816)","(0.011217800000000056, 0.9887822)","(0.005322460000000029, 0.99467754)",1
736,0,0,0,0,"(5.2702303, -5.9169836)",0,"(2.4002287, -2.948121)",0.0055275317,0,4.6019704e-05,0,"(0.9999861500335827, 1.3849966417510795e-05)","(0.9952665190614943, 0.004733480938505586)",0.009364650881447986,0,"(3.994271723883026, 0.005728276116974316)",0,"(0.9999861500335827, 1.3849966417510795e-05)",0,"Coronavirus: Lance O'Sullivan admits he 'got it wrong' in playing down fears, says thousands could die here HTTPURL &lt; St Lance the Messiah gets lots of things wrong","(4.5661945, -4.301304)",0,"(0.999859125253443, 0.00014087474655680477)","(0.999953980296, 4.6019704e-05)","(0.9944724683, 0.0055275317)",0
737,0,0,0,1,"(4.0210223, -3.7520857)",0,"(2.3897796, -2.9506423)",0.44423553,0,0.97009313,1,"(0.9995792740197711, 0.00042072598022934517)","(0.9952290235754271, 0.004770976424573079)",0.379032046770896,0,"(2.5851315627189466, 1.4148684372810534)",0,"(0.9995792740197711, 0.00042072598022934517)",0,COVID-19 tests only being performed on Persons Under Investigation: AKUH - ARY NEWS HTTPURL,"(4.558542, -4.477295)",0,"(0.9998809486991758, 0.00011905130082400482)","(0.02990687000000003, 0.97009313)","(0.55576447, 0.44423553)",0
738,1,1,1,1,"(-5.5153337, 5.6882253)",1,"(-2.960245, 3.3142092)",0.9991392,1,0.99998796,1,"(1.3625430446323587e-05, 0.9999863745695537)","(0.00188027686042389, 0.9981197231395761)",0.9995004438838252,1,"(0.0009326693832497608, 3.99906733061675)",1,"(1.3625430446323587e-05, 0.9999863745695537)",1,"The Wichita Falls – Wichita County Public Health District announced Wednesday that a tenth case of COVID-19 has been confirmed in Wichita County, after Sheppard AFB officials announced a ninth case earlier today. #coronavirus #covid19 #wichitacounty HTTPURL","(-4.6814733, 5.3009257)",1,"(4.620395280345134e-05, 0.9999537960471963)","(1.2039999999990947e-05, 0.99998796)","(0.0008607999999999949, 0.9991392)",1
739,1,1,0,1,"(-4.9973736, 5.3629646)",1,"(-2.9604201, 3.3140504)",0.99036,1,0.9994406,1,"(3.1662743149684554e-05, 0.9999683372568506)","(0.0018802462697871322, 0.9981197537302128)",0.9948165123583004,1,"(0.010311062520774973, 3.989688937479226)",1,"(3.1662743149684554e-05, 0.9999683372568506)",1,"Met someone who wouldn’t shake my hand because of coronavirus. I understood. But I haven’t seen anyone do the same because of the flu, &amp; there have been 780+ flu &amp; pneumonia related deaths in Virginia this season… &amp; zero confirmed cases of coronavirus in DC &amp; VA","(-4.4394207, 4.993986)",1,"(7.999977762531825e-05, 0.9999200002223753)","(0.0005593999999999877, 0.9994406)","(0.009639999999999982, 0.99036)",1
740,0,0,0,0,"(5.3618, -5.685657)",0,"(2.4071348, -2.9439225)",0.0005521025,0,4.620350999999999e-07,0,"(0.9999840726520198, 1.5927347980398255e-05)","(0.9952792576783673, 0.004720742321632727)",0.005632168056159347,0,"(3.999300816751013, 0.0006991832489873487)",0,"(0.9999840726520198, 1.5927347980398255e-05)",0,"Another great step by #Modi Govt. Under #PMGaribKalyanYojana, people will get 5 kg rice &amp; 1 kg dal each month for next 3 months. Besides elderly, differently-abled, widows to get 3 months pension in advance. This move will help to strengthen people's fight against #COVID19. HTTPURL","(4.632775, -4.3097663)",0,"(0.9998693086340931, 0.00013069136590695035)","(0.9999995379649, 4.620350999999999e-07)","(0.9994478975, 0.0005521025)",0
741,0,0,0,0,"(-1.996963, 2.5157912)",1,"(2.4016855, -2.953321)",0.5315386999999999,1,0.45236775,0,"(0.010849213443349713, 0.9891507865566501)","(0.9952977765781728, 0.004702223421827169)",0.3261143241847897,0,"(2.0262186553455646, 1.973781344654435)",0,"(0.010849213443349713, 0.9891507865566501)",1,"Vail ski tourists brought coronavirus back to Mexico, governor of Jalisco says HTTPURL via @USER","(3.9581988, -3.2716467)",0,"(0.9992758919022149, 0.0007241080977850626)","(0.5476322499999999, 0.45236775)","(0.4684613000000001, 0.5315386999999999)",1
742,1,1,1,1,"(-5.4570737, 5.842417)",1,"(-2.9603717, 3.3141835)",0.9996625,1,0.9999757,1,"(1.2379074153698008e-05, 0.9999876209258458)","(0.00188008731907654, 0.9981199126809233)",0.9995867035997472,1,"(0.0004318269389365232, 3.999568173061063)",1,"(1.2379074153698008e-05, 0.9999876209258458)",1,"An eleventh case of coronavirus has been confirmed in Victoria. Health Minister @USER says a doctor from Toorak, aged in his 70s, became unwell on a flight from the United States. Watch: HTTPURL Latest: HTTPURL #7NEWS HTTPURL","(-4.5119467, 5.249153)",1,"(5.76478647828575e-05, 0.999942352135217)","(2.4299999999977118e-05, 0.9999757)","(0.0003374999999999906, 0.9996625)",1
743,0,1,0,1,"(-5.261021, 5.2899103)",1,"(-2.9626114, 3.2439246)",0.9971608000000001,1,0.9451843,1,"(2.6168413430774656e-05, 0.999973831586569)","(0.002012152610023627, 0.9979878473899765)",0.9724072807351841,1,"(0.05777335473797194, 3.9422266452620276)",1,"(2.6168413430774656e-05, 0.999973831586569)",1,"Yes, but @USER says there are no #COVIDー19 cases in DC. That’s right, if you don’t test, you can’t have any cases! I am a Republican &amp; a supporter of the President but how #CoronavirusUSA is being handled is a disgrace. @USER please fire those who’ve lied to you.","(-4.337413, 4.9531093)",1,"(9.228632454121124e-05, 0.9999077136754585)","(0.05481570000000002, 0.9451843)","(0.0028391999999999307, 0.9971608000000001)",1
744,0,0,1,1,"(3.5534205, -4.0386415)",0,"(2.3980148, -2.9419513)",0.9987985,1,0.9737241,1,"(0.999495814505337, 0.0005041854946628303)","(0.995226858850795, 0.004773141149205154)",0.5140212005543622,1,"(2.026808433102708, 1.9731915668972921)",0,"(0.999495814505337, 0.0005041854946628303)",0,Mom was telling us how many people have tested positive for the coronavirus in Oklahoma and Journey said well it’s a good thing we don’t live in Oklahoma🤣🤣,"(4.455561, -4.255165)",0,"(0.9998352185973707, 0.00016478140262919032)","(0.02627590000000002, 0.9737241)","(0.0012014999999999665, 0.9987985)",0
745,0,0,0,0,"(5.3215537, -5.3112288)",0,"(2.3984249, -2.9394827)",0.00088027696,0,2.32185e-05,0,"(0.9999758881373434, 2.411186265667373e-05)","(0.995217070263021, 0.004782929736979217)",0.007411241202187545,0,"(3.9989578713088436, 0.0010421286911568382)",0,"(0.9999758881373434, 2.411186265667373e-05)",0,#Coronavirus Race against time: Inside 1 of the world's largest #ventilator factories - ABC News HTTPURL,"(4.6573296, -4.417305)",0,"(0.9998854786315, 0.00011452136850016438)","(0.9999767815, 2.32185e-05)","(0.99911972304, 0.00088027696)",0
746,0,0,0,0,"(5.2437916, -5.7829976)",0,"(2.4000525, -2.9502184)",0.0014108098000000001,0,7.443805999999999e-06,0,"(0.9999837400488818, 1.6259951118632154e-05)","(0.9952755613723753, 0.004724438627624445)",0.0053181908752770145,0,"(3.9984755365199147, 0.0015244634800853979)",0,"(0.9999837400488818, 1.6259951118632154e-05)",0,New #COVID19 module from SCRIPT covers an overview of the novel #coronavirus and its management outside of the critical care environment. Free to access with an NHS email address. Sign up today at HTTPURL #COVID19 uk #NHSCovidHeroes HTTPURL,"(4.6456695, -4.670498)",0,"(0.9999100500770329, 8.994992296676549e-05)","(0.999992556194, 7.443805999999999e-06)","(0.9985891902, 0.0014108098000000001)",0
747,0,0,0,0,"(5.370618, -5.612552)",0,"(2.3991914, -2.9571128)",0.0037329812,0,0.00017536643,0,"(0.9999830151193817, 1.6984880618406323e-05)","(0.9953038460581884, 0.00469615394181167)",0.016181300360306218,0,"(3.995824254374522, 0.0041757456254777675)",0,"(0.9999830151193817, 1.6984880618406323e-05)",0,@USER @USER @USER @USER U profited off Dana Plato's overdose + showed a gay snuff film in Salem. U are most low rent person I've ever met and ur going to bash me that I wish Bernie Coronavirus? Urs and @USER disappearance was the one plus I ever saw in Shawn's death. Don't u ever come for me.,"(4.39218, -3.8999681)",0,"(0.9997495868851409, 0.0002504131148593615)","(0.99982463357, 0.00017536643)","(0.9962670188, 0.0037329812)",0
748,1,1,1,1,"(-5.3582153, 5.6258774)",1,"(-2.9610717, 3.3139539)",0.99860483,1,0.99988365,1,"(1.6969216162908312e-05, 0.9999830307838369)","(0.0018792047955431606, 0.9981207952044568)",0.995822351918874,1,"(0.0016499443220323454, 3.998350055677968)",1,"(1.6969216162908312e-05, 0.9999830307838369)",1,"The COVID-19 confirmation test for the suspected case at Bodija has come back POSITIVE. The result was released at 17:35 PM of March 21, 2020. Oyo State Public Health Officials are collaborating with the University College Hospital (UCH), Ibadan’s team on the case. Seyi Makinde HTTPURL","(-4.2953534, 4.720491)",1,"(0.00012145510586944863, 0.9998785448941306)","(0.0001163499999999873, 0.99988365)","(0.0013951700000000011, 0.99860483)",1
749,1,1,0,0,"(3.9190252, -4.1348786)",0,"(-2.9524262, 3.2240484)",0.6846914000000001,1,0.00058967347,0,"(0.9996822423612741, 0.00031775763872566063)","(0.0020734317704730588, 0.997926568229527)",0.4231075645149189,0,"(2.3155672423949163, 1.6844327576050833)",0,"(0.9996822423612741, 0.00031775763872566063)",0,@USER Great News for Boris Johnson PM &amp; his quick recovery from COVID19. What medications did they give him for his quick recovery? HDCQ Zpack + Zinc??? Please let the WORLD know what works! Thank you!🙏,"(-3.190332, 3.5626144)",1,"(0.0011660735036423619, 0.9988339264963575)","(0.99941032653, 0.00058967347)","(0.31530859999999994, 0.6846914000000001)",0
750,0,0,0,0,"(5.293918, -5.554515)",0,"(2.400404, -2.9514902)",0.01710716,0,6.80911e-05,0,"(0.999980565338967, 1.94346610334322e-05)","(0.9952831881875358, 0.004716811812464123)",0.01656044956032731,0,"(3.9823971519704147, 0.017602848029585394)",0,"(0.999980565338967, 1.94346610334322e-05)",0,"This metro Atlanta grandma is one of thousands of Peace Corps volunteers forced to evacuate amid the coronavirus outbreak. Tonight, she remains in Africa but she expects to make it back to GA by the end of next week! HTTPURL","(3.7490835, -4.054354)",0,"(0.9995918377314478, 0.0004081622685519637)","(0.9999319089, 6.80911e-05)","(0.98289284, 0.01710716)",0
